Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,Action__c,Comments__c,Cost__c,Form__c,Observation__c,Priority__c,Question__c,Work_Order__c,Sequence__c,Service_Template_Section__c,Action_rtf__c,Observation_rtf__c,Question_rtf__c,Action_Guidance__c,Observation_Guidance__c,Question_Guidance__c,Complete__c,Question_Number__c,Action10__c,Action2__c,Action3__c,Action4__c,Action5__c,Action6__c,Action7__c,Action8__c,Action9__c,Observation10__c,Observation2__c,Observation3__c,Observation4__c,Observation5__c,Observation6__c,Observation7__c,Observation8__c,Observation9__c,Overall_Priority__c,Priority10__c,Priority2__c,Priority3__c,Priority4__c,Priority5__c,Priority6__c,Priority7__c,Priority8__c,Priority9__c,Question_Set__c,Sortorder__c,Status__c,Overall_Priority_Water__c,Priority10_Water__c,Priority2_Water__c,Priority3_Water__c,Priority4_Water__c,Priority5_Water__c,Priority6_Water__c,Priority7_Water__c,Priority8_Water__c,Priority9_Water__c,Priority_Water__c,Use_Water_Priority_Picklist__c,Use_Action__c,Image_Question_Refs__c,HasAction__c,STS_Exclude__c,Exclude_Form__c,Action_Summary_Form__c,QuestionSet_Question__c,QS_Question_Number__c,Trace_Action__c,Trace_Observation__c,Case__c,Case2__c,Case3__c,Case4__c,Case5__c,Case6__c,Case7__c,Case8__c,Case9__c,Case10__c,Existing_Case1__c,Existing_Case2__c,Existing_Case3__c,Existing_Case4__c,Existing_Case5__c,Existing_Case6__c,CloseComment1__c,CloseComment2__c,CloseComment3__c,CloseComment4__c,CloseComment5__c,CloseComment6__c,HasExistingCases__c,CloseComment7__c,CloseComment8__c,CloseComment9__c,CloseComment10__c,PlanStudio_IconType__c,PlanStudio_Plancode__c,PlanStudio_Question_Key__c,Position__Latitude__s,Position__Longitude__s,Position__c,What3Words__c
a44R500001dtJ9mIAE,0054J000000blVjQAI,false,RAQ-2610694,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Insulate supply pipework to ensure temperatures are maintained within the correct range of less than 20oC,,,a3aR5000001QGmvIAG,Cold water temperatures within risk assessor to describe were found to be above 20oC within two minutes of flushing.,N/A,Are post flush temperatures of cold water services outlets satisfactory for the control of legionella bacteria at less than 20oC within two minutes of flushing?,0WOSk000007nqizOAA,19,a3y4L000000XqMLQA0,,,,,,,false,2.19,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphZQAS,02.19,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Are post flush temperatures of cold water services outlets satisfactory for the control of legionella bacteria at less than 20oC within two minutes of flushing?,2.19,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9nIAE,0054J000000blVjQAI,false,RAQ-2610695,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Verify that the hot water services calorifier is subject to periodic blow down/drain down to remove sediment & debris from the base of the calorifier. Where blow down shows a need or where temperature profiles achieve temperatures of less than 50 degrees C on a regular basis, ensure the calorifier is subject to chlorination or thermal pasteurisation. All such actions must be recorded into an appropriate domestic water services logbook.",,,a3aR5000001QGoXIAW,There are no records of regular draining down or blow down of the hot water services calorifier CAL-01 to remove sediment or debris from the base of the cylinder.,N/A,Are calorifiers regularly blown down to remove sediment?,0WOSk000007nqizOAA,1,a3y4L000000XqMgQAK,,,,,,,false,3.1,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphaQAC,03.01,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Are calorifiers regularly blown down to remove sediment?,3.1,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9oIAE,0054J000000blVjQAI,false,RAQ-2610696,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,Ensure the hot water calorifIers are connected in parallel and deliver water at a temperature of at least 60oC,,,a3aR5000001QGoXIAW,Hot water services calorifIers located within the plant room were found to be connected in series and this is deemed poor practice.,N/A,Where more than one calorifier is installed are they connected in parallel?,0WOSk000007nqizOAA,2,a3y4L000000XqMgQAK,,,,,,,false,3.2,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphbQAC,03.02,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Where more than one calorifier is installed are they connected in parallel?,3.2,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9pIAE,0054J000000blVjQAI,false,RAQ-2610697,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Consideration should be given to fitting temperature gauges to the HWS Calorifier to indicate the temperature of stored water and hot water flow to ensure ACoP L8 compliance. Where this is not cost effective, a contact probe must be used to ensure that hot water is stored and supplied within parameters outlined in the ACoP L8 & the supporting guidance document HSG274 Part 2. Records of hot water service flow, return and stored water temperatures should be recorded within a suitable water safety logbook",,,a3aR5000001QGoXIAW,It could not be determined if hot water was stored within the calorifier(s) CAL-01 are equal to or greater than 60oC as no temperature gauges are fitted to the hot water services cylinder.,N/A,Is hot water stored within the calorifier at equal to or greater than 60°C and supplied to the outlets at between 50°C and 60°C?,0WOSk000007nqizOAA,3,a3y4L000000XqMgQAK,,,,,,,false,3.3,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphcQAC,03.03,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is hot water stored within the calorifier at equal to or greater than 60°C and supplied to the outlets at between 50°C and 60°C?,3.3,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9qIAE,0054J000000blVjQAI,false,RAQ-2610698,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Adjust the thermostat associated with CAL-01, such that temperatures are stored and maintained at 60oC or greater, as stated in HSG 274 part 2.",,,a3aR5000001QGoXIAW,"At the time of the Risk Assessment, stored hot water temperatures within the calorifier(s) CAL-01, were found to be below the recommended limit of 60oC, at risk assessor to describe, thus causing the risk of potential legionella proliferation.",N/A,Is hot water stored within the calorifier at equal to or greater than 60oC?,0WOSk000007nqizOAA,4,a3y4L000000XqMgQAK,,,,,,,false,3.4,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphdQAC,03.04,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is hot water stored within the calorifier at equal to or greater than 60oC?,3.4,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9rIAE,0054J000000blVjQAI,false,RAQ-2610699,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Consideration should be given to fitting temperature gauges to the hot water service cylinders / calorifier flow and return pipework to confirm that the HWS return. temperature is at least 50°C and that the anti-stratification measures have been effective and to ensure ACoP L8 compliance. Where this is not cost effective, a contact probe must be used to ensure that hot water is stored 60°C and supplied to the outlets at 50-60°C.",,,a3aR5000001QGoXIAW,There are no records to indicate that hot water flow and return temperatures are recorded on a regular basis as outlined in ACoP L8.,N/A,Is the return temperature to the calorifier maintained at a minimum of 50oC?,0WOSk000007nqizOAA,5,a3y4L000000XqMgQAK,,,,,,,false,3.5,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LpheQAC,03.05,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is the return temperature to the calorifier maintained at a minimum of 50oC?,3.5,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9sIAE,0054J000000blVjQAI,false,RAQ-2610700,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Consideration should be given to fitting an anti-stratification / shunt pump to the hot water services calorifier(s) complete with a non-return valve and automatic timer to operate for 1 hour per day, during periods of low demand (L8 page 40; paragraph 158 – 160), thus circulating hot water to the base of the calorifier to promote adequate circulation of stored water and prevent stratification.",,,a3aR5000001QGoXIAW,"There is no anti-stratification circuit and shunt pump fitted to hot water services calorifier(s) CAL-01 & CAL-02 and due to it's size and pipework configuration, one is required to prevent stratification within the calorifier.",N/A,Is an anti-stratification circuit with shunt pump fitted to the calorifier(s) to ensure that the temperature at the bottom of the calorifier is raised to 60oC for at least one hour per day?,0WOSk000007nqizOAA,6,a3y4L000000XqMgQAK,,,,,,,false,3.6,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphfQAC,03.06,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is an anti-stratification circuit with shunt pump fitted to the calorifier(s) to ensure that the temperature at the bottom of the calorifier is raised to 60oC for at least one hour per day?,3.6,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9tIAE,0054J000000blVjQAI,false,RAQ-2610701,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Where there are standby recirculating pumps on the hot water circuits, they should be run up once per week.",,,a3aR5000001QGoXIAW,There are no records to show hot water services calorifier CAL-01 standby recirculating pumps are used weekly.,N/A,Are standby water circulation pumps changed over at least weekly to avoid stagnation?,0WOSk000007nqizOAA,7,a3y4L000000XqMgQAK,,,,,,,false,3.7,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphgQAC,03.07,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Are standby water circulation pumps changed over at least weekly to avoid stagnation?,3.7,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9uIAE,0054J000000blVjQAI,false,RAQ-2610702,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Undertake an investigation of the usage of hot water services to ascertain if the capacity of the hot water storage calorifiers is sufficient to meet the overall usage of water within the building. Alternatively, the hot water calorifier should be replaced with an appropriately sized cylinder, or consider installing independent point of use water heaters.",,,a3aR5000001QGoXIAW,Capacity was found to be in-adequate from hot water services calorifier CAL-01 to supply hot water to all outlets throughout the building.,N/A,Is the capacity of the calorifiers adequate to prevent temperature fluctuations during normal operating conditions?,0WOSk000007nqizOAA,8,a3y4L000000XqMgQAK,,,,,,,false,3.8,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphhQAC,03.08,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is the capacity of the calorifiers adequate to prevent temperature fluctuations during normal operating conditions?,3.8,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9vIAE,0054J000000blVjQAI,false,RAQ-2610703,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,The thermostat associated with hot water calorifier CAL-01   /   IHWS-01   /   POU-01 should be adjusted such that hot water is stored at a temperature of 60oC and supplied at the outlets at a temperature of 50oC to 60oC.,,,a3aR5000001QGoXIAW,"At the time of the Risk Assessment, hot water throughout the building was achieving temperatures of approximately 34-37oC, therefore posing an elevated probability of legionella bacteria proliferation.",N/A,Is the water temperature at the hot water outlets maintained at 50oC within one minute?,0WOSk000007nqizOAA,9,a3y4L000000XqMgQAK,,,,,,,false,3.9,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphiQAC,03.09,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is the water temperature at the hot water outlets maintained at 50oC within one minute?,3.9,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9wIAE,0054J000000blVjQAI,false,RAQ-2610704,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"The thermostat associated with the hot water calorifier should be adjusted such that hot water is stored at a temperature of 60oC and supplied at the outlets at a temperature of between 50oC and 60oC. Should hot water be required to be supplied to outlets above 60oC, it should be ensured that all outlets are clearly labelled as “Caution – Very Hot Water” in accordance with The Health & Safety (Safety Signs and Signals) Regulations; 1996.",,,a3aR5000001QGoXIAW,"At the time of the Risk Assessment survey, temperature profiles of hot water outlets in assessor to describe supplied from hot water services calorifier CAL-01 achieved temperatures greater than 60oC, thus posing a significant scalding risk.",N/A,"Where applicable, are hot water outlets that pose a significant scalding risk appropriately labelled as “Caution – Hot Water”?",0WOSk000007nqizOAA,12,a3y4L000000XqMgQAK,,,,,,,false,3.12,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphjQAC,03.12,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,"Where applicable, are hot water outlets that pose a significant scalding risk appropriately labelled as “Caution – Hot Water”?",3.12,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9xIAE,0054J000000blVjQAI,false,RAQ-2610705,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"The outlet should be clearly labelled as 'Caution - Very Hot Water"" in accordance with The Health and Safety (Safety Signs and Signals) Regulations, 1996.",,,a3aR5000001QGoXIAW,"At the time of the Risk Assessment, temperature profiles of independent hot water heaters / point of use heaters (IHWS-01) in the assessor to describe achieved a temperature of xx0C thus posing a significant scalding risk (temperatures exceeding 60oC). Please Note: there is an adjustable thermostat to the water heater, allowing the user to adjust the dial to determine how hot or cold the water is supplied. On the maximum temperature setting, hot water is supplied at a temperature greater than 60oC, thus posing a scalding risk to users.",N/A,"Is hot water supplied from localised independent hot water heaters / point of use heaters, supplied at a satisfactory temperature to control legionella bacteria?",0WOSk000007nqizOAA,13,a3y4L000000XqMgQAK,,,,,,,false,3.13,,"The thermostat associated with the water Heater should be adjusted such that hot water is stored at a temperature of 60oC and supplied at the outlets at a temperature of between 50oC and 60oC. Alternatively, the outlet should be clearly labelled as “Caution – Very Hot Water” in accordance with The Health & Safety (Safety Signs and Signals) Regulations;",Repair or replace the faulty IWHS-01,The thermostat associated with the water heater should be adjusted such that hot water is stored at a temperature of 60oC and supplied at the outlets at a temperature of 50oC to 60oC.,"The thermostat associated with the instantaneous water heater should be able to achieve a minimum temperature of 50oC as outlined in the Approved Code of Practice ACoP L8 and support guidance document HSG274. Where the water heater cannot consistently achieve a minimum temperature of 50oC, repair or replace the water heater.",,,,,,"At the time of the Risk Assessment, temperature profiles of independent hot water heaters / point of use heaters (IHWS-01) in the assessor to describe achieved a temperature of xx0C thus posing a significant scalding risk (temperatures exceeding 60oC).","At the time of the Risk Assessment, the Independent hot water heater 1 (IHWS-01) that supplies hot water to the first floor gents toilet was found to be leaking when operated.","At the time of the Risk Assessment, temperature profiles of point of use heater 1 Accessible Toilet achieved a temperature of 39.9 oC thus posing a risk of legionella proliferation (temperatures less than 50oC).","At the time of the Risk Assessment, hot water from an instantaneous water heater within the assessor to describe achieved temperatures of approximately xxoC and was not capable of achieving 50oC/or did not appear to be capable of achieving 50oC thus poses a risk of legionella proliferation.",,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphkQAC,03.13,Not Done,Medium,N/A,N/A,Medium,Medium,N/A,N/A,N/A,N/A,N/A,N/A,true,,,true,,false,,"Is hot water supplied from localised independent hot water heaters / point of use heaters, supplied at a satisfactory temperature to control legionella bacteria?",3.13,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9yIAE,0054J000000blVjQAI,false,RAQ-2610706,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Consideration should be given to fitting a drain valve to each of the calorifiers, thus allowing the calorifiers to be purged and sediment / debris to be flushed.",,,a3aR5000001QGoXIAW,"The calorifier drain valve is sited at the hot water flow pump HWS(F)-01 with no drain on the individual calorifiers. As such, engineers are unable to drain down the calorifiers to remove sediment / debris at the base of the calorifiers.",N/A,Are there any other concerns relating to hot water services?,0WOSk000007nqizOAA,10,a3y4L000000XqMgQAK,,,,,,,false,3.10,,Consult the operating / manufacturer’s instructions & top-up the combination boiler to a suitable operating water pressure. Combination boilers typically operate at a water pressure of 1.0 - 1.5 bar pressure.,"Consideration should be given to the installation of a HWS flow pump(s) that is / are sufficiently rated to satisfactorily pump hot water around the hot water circuit, thus ensuring that hot water achieves a temperature of between 50oC and 60oC within 1 minute of flushing at all outlets. Alternatively, consideration should be given to providing hot water from low volume independent hot water heaters, supplied directly from mains cold water, with hot water services pipework supplied from the hot water calorifier cut back to its point of connection with existing services and capped off such that no deadleg remains.",,,,,,,,"At the time of the Risk Assessment, low hot water temperatures within the assessor to describe were found due to low water pressure to the assessor to name combination boiler with a water pressure of only xx bar pressure.","At the time of the Risk Assessment, temperature profiles on the assessor to describe supplied from hot water calorifier CAL-01 achieved temperatures of less than 50oC after 1 minute of flushing. A temperature of greater than 50oC was established after xx minutes of flushing.",,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphlQAC,03.10,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Are there any other concerns relating to hot water services?,3.10,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJ9zIAE,0054J000000blVjQAI,false,RAQ-2610707,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Confirm that temperature profiles of stored and incoming water of the integral cold water storage reservoir/header tank(s) are undertaken on a 12 monthly basis with a maximum permitted cold water storage temperature of 25oC where it is serving other domestic outlets or 38oC when serving the hot water vessel only, along with visual inspections carried out, with the hygienic condition noted for levels of sediment, signs of stagnation, the formation of a bio-film, signs of venting of hot water or the deterioration on thermal insulation leading to favourable conditions for the survival & proliferation of legionella bacteria. All such actions must be recorded into an appropriate water services logbook Where inspection shows the integral cold water storage reservoir/header tank to be in a poor hygienic state, the cold water section should be physically cleaned to remove debris, sediment, corrosion or any other contaminants Where the cold stored water regularly exceeds the maximum permitted cold water storage temperature of 25oC  particularly during periods of low usage such as overnight or at weekends, consideration should be given to installing a timer clock, which switches off the immersion heater, The timer should be set to switch the immersion heater on again in time to ensure the water is heated sufficiently to achieve microbial control before use.",,,a3aR5000001QGoXIAW,"There are no records held on-site to indicate that integral cold water storage reservoir/header tank(s) are subject to visual inspection or temperature profiles of stored and incoming water are undertaken on a regular basis for signs of venting of hot water or deterioration on thermal insulation between the hot & cold sections, leading to favourable conditions for the survival & proliferation of legionella bacteria.",N/A,Are the integral CWS Reservoirs associated with Fortic Cylinders or  Water Heaters with integral CWS Reservoirs subject to regular inspection.,0WOSk000007nqizOAA,11,a3y4L000000XqMgQAK,,,,,,,false,3.11,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphmQAC,03.11,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Are the integral CWS Reservoirs associated with Fortic Cylinders or  Water Heaters with integral CWS Reservoirs subject to regular inspection.,3.11,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJA0IAM,0054J000000blVjQAI,false,RAQ-2610708,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,In order to comply with HSG274 Part 1 ‘The control of legionella bacteria in evaporative cooling systems' you should commission a competent person to undertake a water risk assessment.,,,a3aR5000001QGyDIAW,There are no records to indicate that a water risk assessment of the Cooling systems has been carried out.,N/A,Has a risk assessment been undertaken?,0WOSk000007nqizOAA,2,a3y4L000000XqMQQA0,,,,,,,false,9.2,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphnQAC,09.02,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Has a risk assessment been undertaken?,9.2,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJA1IAM,0054J000000blVjQAI,false,RAQ-2610709,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,,,,a3aR5000001QGyDIAW,,N/A,Name of consultancy and date undertaken?,0WOSk000007nqizOAA,3,a3y4L000000XqMQQA0,,,,,,,false,9.3,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphoQAC,09.03,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,true,,Name of consultancy and date undertaken?,9.3,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJA2IAM,0054J000000blVjQAI,false,RAQ-2610710,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"It should be ensured that temperature profiles of sentinel outlets are undertaken on a monthly basis to ensure that hot & cold water achieves temperatures suitable for the control of legionella bacteria as outlined in the ACoP L8, i.e: Hot Water: 50oC to 60oC and  Cold Water: Less than 20oC All such actions must be recorded into an appropriate domestic water services logbook to illustrate due diligence.",,,a3aR5000001QGerIAG,There are no records held on site to indicate that temperature profiles are undertaken on a monthly basis.,N/A,Are monthly monitoring temperature profiles undertaken on sentinel taps?,0WOSk000007nqizOAA,6,a3y4L000000XqMOQA0,,,,,,,false,10.6,,"It should be ensured that temperature profiles of sentinel outlets are undertaken on a monthly basis to ensure that hot & cold water achieves temperatures suitable for the control of legionella bacteria as outlined in the ACoP L8, i.e. Hot Water: 50oC to 60oC and Cold Water: Less than 20oC Temperature profiles should be undertaken on a representative number of outlets on a rotational basis, with all outlets tested within a 12 month period. All such actions must be recorded into an appropriate domestic water services logbook to illustrate due diligence.",,,,,,,,,There are no records held on site to indicate that temperature profiles are undertaken on a monthly basis.,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphpQAC,10.06,Not Done,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medium,true,,,true,,false,,Are monthly monitoring temperature profiles undertaken on sentinel taps?,10.6,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJA3IAM,0054J000000blVjQAI,false,RAQ-2610711,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"Temperature profiles should be undertaken on a representative number of outlets on a rotational basis, with all outlets tested within a 12 month period. All such actions must be recorded into an appropriate domestic water services logbook to illustrate due diligence.",,,a3aR5000001QGerIAG,There are no records held on-site to indicate that temperature profiles are undertaken on a monthly basis.,N/A,"Are temperature profiles undertaken on a representative number of outlets on a rotational basis, with all outlets tested within a 12 month period?",0WOSk000007nqizOAA,7,a3y4L000000XqMOQA0,,,,,,,false,10.7,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphqQAC,10.07,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,"Are temperature profiles undertaken on a representative number of outlets on a rotational basis, with all outlets tested within a 12 month period?",10.7,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
a44R500001dtJA4IAM,0054J000000blVjQAI,false,RAQ-2610712,2025-09-30T13:15:29.000+0000,0054J000000blVjQAI,2025-11-06T13:00:01.000+0000,0054L000000gxqcQAA,2025-11-06T13:00:01.000+0000,"The outlets should be flushed for a minimum of 2 minutes on a weekly basis to prevent the stagnation of water within the supply pipework. Alternatively, the supply pipework should be valved off, cut back at the point of connection with existing services and capped off such that no deadlegs remain.",,,a3aR5000001QGerIAG,The following hot & cold water taps / outlets are deemed low usage and there are no formal records to indicate that they are subject to a flushing regime: assessor to list taps / outlets,N/A,Is there a record of weekly flushing of infrequently used outlets for a minimum of two minutes?,0WOSk000007nqizOAA,8,a3y4L000000XqMOQA0,,,,,,,false,10.8,,,,,,,,,,,,,,,,,,,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a424L000000LphrQAC,10.08,Not Done,No Issue,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,true,,,false,,false,,Is there a record of weekly flushing of infrequently used outlets for a minimum of two minutes?,10.8,,,,,,,,,,,,,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,
